计数            温度            样品电压          样品电流          霍尔电势          磁场强度          励磁电流
1266          296.5         0.0566        0.1412        -0.0832       -15.6         0.3310
1267          296.5         0.0572        0.1412        -0.0871       -16.4         0.3500
1268          296.5         0.0575        0.1412        -0.0907       -17.1         0.3630
1269          296.5         0.0581        0.1412        -0.0942       -18.2         0.3830
1270          296.5         0.0586        0.1412        -0.0977       -18.8         0.3950
1271          296.5         0.0592        0.1413        -0.1016       -19.8         0.4160
1272          296.5         0.0598        0.1413        -0.1052       -20.8         0.4160
1273          296.5         0.0603        0.1413        -0.1085       -21.4         0.4280
1274          296.5         0.0608        0.1413        -0.1122       -22.2         0.4390
1275          296.5         0.0614        0.1413        -0.1156       -22.2         0.4610
1276          296.5         0.0620        0.1413        -0.1185       -23.2         0.4810
1277          296.5         0.0625        0.1413        -0.1223       -24.2         0.4930
1278          296.5         0.0631        0.1413        -0.1252       -25.1         0.5150
1279          296.5         0.0636        0.1413        -0.1285       -25.8         0.5150
1280          296.5         0.0641        0.1413        -0.1313       -26.4         0.5260
1281          296.5         0.0646        0.1413        -0.1337       -27.5         0.5450
1282          296.5         0.0650        0.1413        -0.1363       -27.5         0.5580
1283          296.5         0.0654        0.1413        -0.1385       -28.2         0.5790
1284          296.5         0.0659        0.1413        -0.1403       -29.0         0.5940
1285          296.5         0.0663        0.1413        -0.1422       -30.0         0.6120
1286          296.5         0.0665        0.1413        -0.1438       -30.8         0.6230
1287          296.5         0.0668        0.1413        -0.1452       -31.6         0.6450
1288          296.5         0.0671        0.1413        -0.1465       -32.4         0.6450
1289          296.5         0.0674        0.1413        -0.1480       -33.2         0.6560
1290          296.5         0.0676        0.1413        -0.1491       -33.2         0.6720
1291          296.5         0.0679        0.1413        -0.1502       -34.0         0.6980
1292          296.5         0.0681        0.1413        -0.1511       -35.3         0.6980
1293          296.5         0.0683        0.1413        -0.1524       -36.4         0.7130
1294          296.5         0.0686        0.1413        -0.1534       -36.4         0.7320
1295          296.5         0.0688        0.1413        -0.1545       -37.0         0.7490
1296          296.5         0.0690        0.1413        -0.1554       -37.7         0.7640
1297          296.5         0.0693        0.1413        -0.1563       -38.7         0.7850
1298          296.5         0.0695        0.1413        -0.1573       -39.3         0.7970
1299          296.5         0.0696        0.1413        -0.1581       -40.4         0.7970
1300          296.5         0.0699        0.1413        -0.1590       -41.2         0.8180
1301          296.5         0.0701        0.1413        -0.1600       -41.2         0.8340
1302          296.5         0.0703        0.1413        -0.1609       -42.2         0.8510
1303          296.5         0.0705        0.1413        -0.1615       -42.9         0.8680
1304          296.5         0.0707        0.1413        -0.1625       -43.8         0.8840
1305          296.5         0.0709        0.1413        -0.1634       -44.6         0.8950
1306          296.5         0.0710        0.1413        -0.1640       -45.4         0.9160
1307          296.5         0.0713        0.1413        -0.1649       -46.4         0.9160
1308          296.5         0.0715        0.1413        -0.1657       -47.0         0.9270
1309          296.5         0.0716        0.1413        -0.1663       -48.2         0.9470
1310          296.5         0.0718        0.1413        -0.1671       -48.2         0.9600
1311          296.5         0.0721        0.1413        -0.1680       -48.8         0.9810
1312          296.5         0.0722        0.1414        -0.1686       -49.5         0.9960
1313          296.5         0.0724        0.1414        -0.1693       -50.4         1.0140
1314          296.5         0.0725        0.1414        -0.1701       -51.2         1.0240
1315          296.5         0.0727        0.1414        -0.1707       -52.0         1.0460
1316          296.5         0.0729        0.1413        -0.1715       -52.8         1.0460
1317          296.5         0.0731        0.1413        -0.1724       -53.7         1.0570
1318          296.5         0.0732        0.1414        -0.1729       -54.8         1.0720
1319          296.5         0.0735        0.1413        -0.1736       -54.8         1.0890
1320          296.5         0.0736        0.1413        -0.1744       -55.4         1.1100
1321          296.5         0.0738        0.1413        -0.1750       -56.1         1.1220
1322          296.5         0.0739        0.1413        -0.1756       -57.0         1.1420
1323          296.5         0.0741        0.1413        -0.1765       -57.8         1.1550
1324          296.5         0.0743        0.1414        -0.1770       -58.8         1.1550
1325          296.5         0.0745        0.1414        -0.1777       -59.8         1.1760
1326          296.5         0.0746        0.1413        -0.1786       -59.8         1.1910
1327          296.5         0.0748        0.1413        -0.1793       -60.6         1.2090
1328          296.5         0.0750        0.1414        -0.1798       -61.4         1.2260
1329          296.5         0.0752        0.1414        -0.1805       -62.2         1.2410
1330          296.5         0.0753        0.1414        -0.1812       -63.0         1.2520
1331          296.5         0.0755        0.1413        -0.1817       -64.0         1.2740
1332          296.5         0.0756        0.1414        -0.1824       -64.8         1.2740
1333          296.5         0.0758        0.1414        -0.1830       -65.4         1.2850
1334          296.5         0.0760        0.1414        -0.1835       -66.6         1.3050
1335          296.5         0.0761        0.1414        -0.1842       -66.6         1.3190
1336          296.5         0.0763        0.1414        -0.1849       -67.2         1.3390
1337          296.5         0.0764        0.1414        -0.1853       -67.8         1.3550
1338          296.5         0.0766        0.1414        -0.1860       -68.8         1.3720
1339          296.5         0.0768        0.1414        -0.1866       -69.6         1.3830
1340          296.5         0.0769        0.1414        -0.1870       -70.6         1.4040
1341          296.5         0.0770        0.1414        -0.1876       -71.4         1.4040
1342          296.5         0.0772        0.1414        -0.1883       -72.0         1.4150
1343          296.5         0.0773        0.1414        -0.1887       -73.2         1.4320
1344          296.5         0.0775        0.1414        -0.1894       -73.2         1.4480
1345          296.5         0.0777        0.1414        -0.1900       -73.8         1.4680
1346          296.5         0.0778        0.1414        -0.1904       -74.6         1.4810
1347          296.5         0.0780        0.1414        -0.1910       -75.6         1.5010
1348          296.5         0.0781        0.1414        -0.1916       -76.2         1.5130
1349          296.5         0.0782        0.1414        -0.1921       -77.2         1.5340
1350          296.5         0.0784        0.1414        -0.1927       -78.0         1.5340
1351          296.5         0.0785        0.1414        -0.1931       -78.0         1.5460
1352          296.5         0.0786        0.1414        -0.1939       -78.8         1.5670
1353          296.5         0.0788        0.1414        -0.1943       -79.8         1.5850
1354          296.5         0.0789        0.1414        -0.1950       -80.7         1.6000
1355          296.5         0.0791        0.1414        -0.1956       -81.5         1.6110
1356          296.5         0.0793        0.1414        -0.1960       -82.5         1.6320
1357          296.5         0.0794        0.1414        -0.1966       -83.3         1.6320
1358          296.5         0.0797        0.1413        -0.1972       -83.8         1.6460
1359          296.5         0.0797        0.1414        -0.1977       -84.8         1.6630
1360          296.5         0.0800        0.1414        -0.1984       -84.8         1.6770
1361          296.5         0.0800        0.1414        -0.1989       -85.6         1.6970
1362          296.5         0.0802        0.1414        -0.1994       -86.4         1.7130
1363          296.5         0.0803        0.1414        -0.1999       -87.5         1.7130
1364          296.5         0.0805        0.1414        -0.2006       -88.3         1.7300
1365          296.5         0.0806        0.1414        -0.2011       -89.4         1.7460
1366          296.5         0.0808        0.1414        -0.2017       -89.4         1.7620
1367          296.5         0.0809        0.1414        -0.2023       -90.1         1.7830
1368          296.5         0.0811        0.1414        -0.2028       -90.9         1.7970
1369          296.5         0.0812        0.1414        -0.2033       -92.0         1.7970
1370          296.5         0.0814        0.1413        -0.2041       -92.8         1.8170
1371          296.5         0.0815        0.1413        -0.2045       -93.6         1.8320
1372          296.5         0.0817        0.1414        -0.2051       -93.6         1.8490
1373          296.5         0.0819        0.1414        -0.2058       -94.4         1.8690
1374          296.5         0.0820        0.1414        -0.2062       -95.1         1.8810
1375          296.5         0.0821        0.1413        -0.2067       -96.4         1.9030
1376          296.5         0.0823        0.1414        -0.2075       -97.3         1.9030
1377          296.5         0.0825        0.1414        -0.2081       -97.8         1.9190
1378          296.5         0.0826        0.1414        -0.2085       -99.0         1.9350
1379          296.5         0.0828        0.1414        -0.2092       -99.0         1.9500
1380          296.5         0.0829        0.1414        -0.2098       -99.6         1.9680
1381          296.5         0.0831        0.1414        -0.2102       -100.2        1.9860
1382          296.5         0.0833        0.1414        -0.2109       -101.2        2.0000
1383          296.5         0.0834        0.1414        -0.2117       -102.0        2.0110
1384          296.5         0.0836        0.1413        -0.2120       -103.0        2.0110
1385          296.5         0.0838        0.1414        -0.2125       -103.0        2.0330
1386          296.5         0.0839        0.1414        -0.2132       -104.0        2.0550
1387          296.5         0.0841        0.1414        -0.2139       -104.9        2.0710
1388          296.5         0.0842        0.1413        -0.2143       -105.9        2.0710
1389          296.5         0.0843        0.1414        -0.2147       -105.9        2.0880
1390          296.5         0.0845        0.1413        -0.2155       -106.9        2.1140
1391          296.5         0.0847        0.1413        -0.2162       -107.8        2.1310
1392          296.5         0.0849        0.1414        -0.2168       -108.6        2.1420
1393          296.5         0.0850        0.1414        -0.2173       -109.6        2.1640
1394          296.5         0.0852        0.1414        -0.2180       -110.4        2.1640
1395          296.5         0.0854        0.1413        -0.2186       -111.2        2.1740
1396          296.5         0.0855        0.1414        -0.2190       -111.2        2.1900
1397          296.5         0.0857        0.1414        -0.2196       -112.2        2.2170
1398          296.5         0.0858        0.1413        -0.2201       -113.1        2.2320
1399          296.5         0.0860        0.1414        -0.2209       -113.9        2.2320
1400          296.5         0.0862        0.1414        -0.2214       -113.9        2.2500
1401          296.5         0.0863        0.1414        -0.2219       -115.1        2.2710
1402          296.5         0.0866        0.1413        -0.2225       -116.2        2.2930
1403          296.5         0.0868        0.1413        -0.2232       -117.0        2.2930
1404          296.5         0.0869        0.1414        -0.2236       -117.0        2.3040
1405          296.5         0.0870        0.1414        -0.2244       -117.8        2.3260
1406          296.5         0.0873        0.1414        -0.2250       -118.9        2.3450
1407          296.5         0.0873        0.1414        -0.2254       -119.9        2.3450
1408          296.5         0.0875        0.1413        -0.2263       -120.6        2.3620
1409          296.5         0.0877        0.1414        -0.2266       -121.7        2.3790
1410          296.5         0.0880        0.1414        -0.2274       -121.7        2.3940
1411          296.5         0.0881        0.1413        -0.2280       -122.3        2.4130
1412          296.5         0.0883        0.1413        -0.2284       -123.1        2.4290
1413          296.5         0.0884        0.1413        -0.2289       -124.3        2.4290
1414          296.5         0.0886        0.1414        -0.2296       -125.2        2.4460
1415          296.5         0.0888        0.1414        -0.2303       -125.2        2.4670
1416          296.5         0.0889        0.1414        -0.2307       -126.0        2.4880
1417          296.5         0.0891        0.1414        -0.2312       -127.0        2.4880
1418          296.5         0.0892        0.1414        -0.2320       -128.3        2.5060
1419          296.5         0.0894        0.1414        -0.2326       -128.3        2.5210
1420          296.5         0.0896        0.1414        -0.2333       -128.9        2.5420
1421          296.5         0.0898        0.1414        -0.2337       -129.7        2.5570
1422          296.5         0.0899        0.1414        -0.2343       -130.6        2.5750
1423          296.5         0.0901        0.1414        -0.2351       -131.5        2.5870
1424          296.5         0.0902        0.1413        -0.2355       -132.3        2.6080
1425          296.5         0.0904        0.1414        -0.2361       -133.0        2.6080
1426          296.5         0.0906        0.1414        -0.2365       -133.0        2.6190
1427          296.5         0.0908        0.1414        -0.2374       -134.1        2.6410
1428          296.5         0.0909        0.1414        -0.2378       -134.7        2.6610
1429          296.5         0.0911        0.1414        -0.2385       -135.7        2.6730
1430          296.5         0.0913        0.1414        -0.2391       -136.5        2.6840
1431          296.5         0.0914        0.1414        -0.2395       -137.3        2.7060
1432          296.5         0.0916        0.1414        -0.2403       -138.1        2.7060
1433          296.5         0.0918        0.1414        -0.2408       -138.9        2.7210
1434          296.5         0.0920        0.1414        -0.2413       -139.9        2.7370
1435          296.5         0.0921        0.1414        -0.2420       -139.9        2.7520
1436          296.5         0.0923        0.1414        -0.2427       -140.5        2.7710
1437          296.5         0.0925        0.1414        -0.2430       -141.4        2.7870
1438          296.5         0.0927        0.1414        -0.2438       -142.2        2.8030
1439          296.5         0.0928        0.1414        -0.2445       -143.1        2.8140
1440          296.5         0.0931        0.1414        -0.2448       -143.9        2.8360
1441          296.5         0.0932        0.1414        -0.2455       -144.9        2.8360
1442          296.5         0.0933        0.1414        -0.2463       -145.5        2.8480
1443          296.5         0.0936        0.1414        -0.2467       -146.5        2.8660
1444          296.5         0.0937        0.1414        -0.2473       -146.5        2.8800
1445          296.5         0.0939        0.1414        -0.2479       -147.2        2.9000
1446          296.5         0.0940        0.1414        -0.2483       -148.0        2.9150
1447          296.5         0.0942        0.1414        -0.2488       -149.1        2.9150
1448          296.5         0.0944        0.1414        -0.2493       -150.1        2.9340
1449          296.5         0.0945        0.1414        -0.2502       -150.1        2.9550
1450          296.5         0.0947        0.1414        -0.2506       -150.9        2.9760
1451          296.5         0.0949        0.1414        -0.2514       -151.7        2.9880
1452          296.5         0.0950        0.1414        -0.2520       -152.5        3.0000
1453          296.5         0.0952        0.1414        -0.2523       -153.4        3.0210
1454          296.5         0.0954        0.1414        -0.2530       -154.3        3.0210
1455          296.5         0.0955        0.1413        -0.2535       -154.9        3.0370
1456          296.5         0.0958        0.1414        -0.2540       -155.9        3.0530
1457          296.5         0.0959        0.1414        -0.2548       -155.9        3.0680
1458          296.5         0.0961        0.1414        -0.2554       -156.7        3.0850
1459          296.5         0.0963        0.1414        -0.2558       -157.3        3.1040
1460          296.5         0.0965        0.1414        -0.2565       -158.1        3.1180
1461          296.5         0.0966        0.1414        -0.2571       -158.9        3.1290
1462          296.5         0.0967        0.1414        -0.2574       -160.1        3.1500
1463          296.5         0.0970        0.1414        -0.2582       -160.7        3.1500
1464          296.5         0.0971        0.1414        -0.2589       -161.3        3.1640
1465          296.5         0.0973        0.1414        -0.2592       -161.3        3.1830
1466          296.5         0.0975        0.1414        -0.2597       -162.5        3.2040
1467          296.5         0.0977        0.1414        -0.2606       -163.4        3.2160
1468          296.5         0.0978        0.1414        -0.2609       -164.2        3.2380
1469          296.5         0.0980        0.1414        -0.2616       -165.1        3.2380
1470          296.5         0.0982        0.1414        -0.2622       -165.9        3.2500
1471          296.5         0.0983        0.1414        -0.2624       -165.7        3.2600
1472          296.5         0.0983        0.1414        -0.2622       -165.7        3.2490
1473          296.5         0.0982        0.1414        -0.2618       -165.4        3.2280
1474          296.5         0.0980        0.1414        -0.2613       -164.9        3.2130
1475          296.5         0.0979        0.1414        -0.2610       -164.1        3.1950
1476          296.5         0.0977        0.1414        -0.2605       -163.4        3.1950
1477          296.5         0.0976        0.1414        -0.2599       -162.5        3.1770
1478          296.5         0.0976        0.1414        -0.2596       -162.5        3.1610
1479          296.5         0.0973        0.1414        -0.2590       -161.8        3.1410
1480          296.5         0.0972        0.1414        -0.2585       -160.9        3.1280
1481          296.5         0.0970        0.1414        -0.2579       -160.1        3.1070
1482          296.5         0.0969        0.1414        -0.2574       -159.4        3.1070
1483          296.5         0.0967        0.1414        -0.2570       -158.8        3.0920
1484          296.5         0.0966        0.1414        -0.2564       -158.0        3.0750
1485          296.5         0.0964        0.1414        -0.2558       -158.0        3.0600
1486          296.5         0.0963        0.1415        -0.2554       -157.3        3.0420
1487          296.5         0.0960        0.1414        -0.2548       -156.5        3.0230
1488          296.5         0.0960        0.1414        -0.2543       -155.7        3.0100
1489          296.5         0.0958        0.1414        -0.2538       -154.9        2.9990
1490          296.5         0.0956        0.1414        -0.2531       -154.1        2.9770
1491          296.5         0.0954        0.1414        -0.2526       -153.3        2.9770
1492          296.5         0.0953        0.1414        -0.2521       -152.6        2.9650
1493          296.5         0.0951        0.1414        -0.2515       -151.8        2.9460
1494          296.5         0.0949        0.1414        -0.2510       -151.8        2.9340
1495          296.5         0.0948        0.1414        -0.2505       -151.2        2.9120
1496          296.5         0.0946        0.1414        -0.2498       -150.4        2.8960
1497          296.5         0.0944        0.1414        -0.2493       -149.6        2.8800
1498          296.5         0.0943        0.1414        -0.2488       -148.8        2.8690
1499          296.5         0.0941        0.1414        -0.2482       -147.8        2.8690
1500          296.5         0.0939        0.1414        -0.2476       -147.0        2.8470
1501          296.5         0.0938        0.1414        -0.2471       -147.0        2.8320
1502          296.5         0.0936        0.1414        -0.2466       -146.4        2.8140
1503          296.5         0.0934        0.1415        -0.2461       -145.5        2.7940
1504          296.5         0.0933        0.1415        -0.2454       -144.6        2.7820
1505          296.5         0.0931        0.1414        -0.2449       -143.8        2.7690
1506          296.5         0.0930        0.1415        -0.2444       -142.8        2.7490
1507          296.5         0.0928        0.1415        -0.2437       -142.2        2.7490
1508          296.5         0.0926        0.1415        -0.2432       -141.7        2.7320
1509          296.5         0.0924        0.1414        -0.2426       -140.5        2.7170
1510          296.5         0.0922        0.1414        -0.2419       -140.5        2.7010
1511          296.5         0.0921        0.1414        -0.2414       -139.7        2.6840
1512          296.5         0.0919        0.1414        -0.2408       -139.1        2.6650
1513          296.5         0.0917        0.1414        -0.2402       -138.3        2.6520
1514          296.5         0.0916        0.1415        -0.2398       -137.5        2.6410
1515          296.5         0.0914        0.1414        -0.2392       -136.5        2.6190
1516          296.5         0.0913        0.1414        -0.2385       -135.7        2.6190
1517          296.5         0.0911        0.1414        -0.2379       -135.1        2.6060
1518          296.5         0.0910        0.1415        -0.2374       -134.1        2.5880
1519          296.5         0.0908        0.1415        -0.2368       -134.1        2.5730
1520          296.5         0.0906        0.1414        -0.2363       -133.5        2.5540
1521          296.5         0.0904        0.1414        -0.2357       -132.8        2.5380
1522          296.5         0.0902        0.1414        -0.2351       -131.8        2.5210
1523          296.5         0.0901        0.1414        -0.2346       -130.9        2.5110
1524          296.5         0.0899        0.1415        -0.2340       -130.2        2.4890
1525          296.5         0.0898        0.1415        -0.2335       -129.3        2.4890
1526          296.5         0.0896        0.1414        -0.2329       -129.3        2.4780
1527          296.5         0.0894        0.1414        -0.2322       -128.5        2.4530
1528          296.5         0.0892        0.1414        -0.2317       -127.5        2.4360
1529          296.5         0.0892        0.1414        -0.2311       -126.7        2.4360
1530          296.5         0.0889        0.1414        -0.2305       -125.7        2.4170
1531          296.5         0.0887        0.1414        -0.2299       -125.7        2.4030
1532          296.5         0.0886        0.1414        -0.2293       -124.7        2.3820
1533          296.5         0.0884        0.1414        -0.2286       -123.6        2.3590
1534          296.5         0.0882        0.1414        -0.2282       -122.8        2.3590
1535          296.5         0.0881        0.1414        -0.2276       -122.8        2.3480
1536          296.5         0.0879        0.1414        -0.2269       -122.0        2.3260
1537          296.5         0.0878        0.1414        -0.2264       -120.9        2.3060
1538          296.5         0.0876        0.1414        -0.2259       -120.1        2.3060
1539          296.6         0.0875        0.1414        -0.2252       -119.3        2.2890
1540          296.5         0.0873        0.1414        -0.2247       -118.1        2.2720
1541          296.5         0.0871        0.1414        -0.2240       -118.1        2.2580
1542          296.5         0.0869        0.1414        -0.2235       -117.5        2.2390
1543          296.5         0.0867        0.1414        -0.2229       -116.8        2.2230
1544          296.5         0.0866        0.1414        -0.2223       -115.9        2.2070
1545          296.5         0.0863        0.1414        -0.2217       -114.9        2.1960
1546          296.5         0.0862        0.1414        -0.2212       -114.3        2.1740
1547          296.6         0.0860        0.1414        -0.2206       -113.3        2.1740
1548          296.6         0.0859        0.1414        -0.2199       -112.7        2.1620
1549          296.5         0.0857        0.1413        -0.2193       -111.5        2.1440
1550          296.5         0.0855        0.1414        -0.2188       -111.5        2.1310
1551          296.5         0.0853        0.1414        -0.2183       -110.9        2.1110
1552          296.5         0.0852        0.1414        -0.2177       -109.9        2.0940
1553          296.5         0.0850        0.1414        -0.2171       -109.0        2.0940
1554          296.5         0.0849        0.1414        -0.2165       -109.0        2.0770
1555          296.5         0.0847        0.1414        -0.2159       -108.1        2.0510
1556          296.5         0.0845        0.1414        -0.2155       -107.2        2.0340
1557          296.5         0.0844        0.1414        -0.2148       -106.2        2.0340
1558          296.5         0.0843        0.1414        -0.2141       -105.2        2.0150
1559          296.5         0.0841        0.1414        -0.2137       -105.2        2.0000
1560          296.6         0.0839        0.1414        -0.2130       -104.4        1.9800
1561          296.6         0.0839        0.1414        -0.2123       -103.3        1.9800
1562          296.6         0.0836        0.1414        -0.2118       -102.2        1.9570
1563          296.6         0.0834        0.1414        -0.2111       -102.2        1.9420
1564          296.6         0.0833        0.1414        -0.2107       -101.5        1.9240
1565          296.6         0.0831        0.1414        -0.2100       -100.7        1.9050
1566          296.6         0.0830        0.1414        -0.2094       -99.8         1.8920
1567          296.5         0.0828        0.1414        -0.2089       -99.0         1.8810
1568          296.6         0.0826        0.1414        -0.2083       -98.1         1.8600
1569          296.6         0.0825        0.1413        -0.2076       -97.2         1.8600
1570          296.6         0.0823        0.1413        -0.2072       -96.7         1.8470
1571          296.6         0.0821        0.1414        -0.2065       -95.6         1.8280
1572          296.6         0.0820        0.1414        -0.2060       -95.6         1.8140
1573          296.6         0.0818        0.1413        -0.2054       -94.9         1.7950
1574          296.6         0.0817        0.1413        -0.2048       -94.1         1.7790
1575          296.6         0.0815        0.1413        -0.2043       -93.3         1.7620
1576          296.6         0.0814        0.1414        -0.2035       -92.2         1.7620
1577          296.6         0.0812        0.1413        -0.2033       -91.5         1.7420
1578          296.6         0.0810        0.1414        -0.2026       -90.6         1.7300
1579          296.6         0.0809        0.1414        -0.2020       -90.6         1.7150
1580          296.6         0.0807        0.1414        -0.2015       -89.8         1.6970
1581          296.6         0.0806        0.1414        -0.2009       -89.0         1.6770
1582          296.6         0.0805        0.1414        -0.2003       -88.3         1.6650
1583          296.6         0.0803        0.1414        -0.1997       -87.3         1.6500
1584          296.5         0.0801        0.1414        -0.1991       -86.4         1.6320
1585          296.6         0.0800        0.1414        -0.1986       -85.7         1.6320
1586          296.6         0.0798        0.1414        -0.1980       -85.1         1.6140
1587          296.6         0.0797        0.1414        -0.1974       -84.1         1.6000
1588          296.6         0.0796        0.1414        -0.1968       -84.1         1.5840
1589          296.6         0.0795        0.1414        -0.1964       -83.2         1.5670
1590          296.6         0.0792        0.1414        -0.1957       -82.3         1.5470
1591          296.6         0.0791        0.1414        -0.1951       -81.5         1.5350
1592          296.6         0.0790        0.1414        -0.1947       -80.6         1.5240
1593          296.6         0.0788        0.1413        -0.1941       -79.6         1.5020
1594          296.6         0.0786        0.1413        -0.1934       -79.0         1.5020
1595          296.6         0.0785        0.1413        -0.1929       -78.3         1.4870
1596          296.6         0.0783        0.1413        -0.1923       -77.2         1.4700
1597          296.6         0.0783        0.1414        -0.1917       -77.2         1.4550
1598          296.6         0.0781        0.1414        -0.1914       -76.5         1.4370
1599          296.6         0.0779        0.1413        -0.1906       -75.7         1.4210
1600          296.6         0.0777        0.1413        -0.1902       -74.9         1.4050
1601          296.6         0.0776        0.1413        -0.1895       -73.8         1.4050
1602          296.6         0.0774        0.1413        -0.1891       -73.2         1.3840
1603          296.6         0.0773        0.1413        -0.1885       -72.2         1.3720
1604          296.6         0.0772        0.1413        -0.1879       -72.2         1.3570
1605          296.6         0.0770        0.1413        -0.1875       -71.4         1.3390
1606          296.6         0.0769        0.1413        -0.1868       -70.7         1.3190
1607          296.6         0.0767        0.1413        -0.1862       -69.9         1.3070
1608          296.6         0.0766        0.1413        -0.1857       -69.0         1.2920
1609          296.6         0.0764        0.1414        -0.1851       -67.8         1.2740
1610          296.5         0.0763        0.1414        -0.1844       -67.2         1.2740
1611          296.6         0.0761        0.1413        -0.1839       -66.6         1.2560
1612          296.6         0.0760        0.1414        -0.1834       -65.4         1.2410
1613          296.6         0.0758        0.1413        -0.1827       -65.4         1.2260
1614          296.6         0.0756        0.1413        -0.1821       -64.8         1.2090
1615          296.6         0.0755        0.1413        -0.1815       -64.1         1.1880
1616          296.6         0.0753        0.1413        -0.1808       -63.2         1.1760
1617          296.6         0.0752        0.1413        -0.1802       -62.4         1.1640
1618          296.6         0.0749        0.1413        -0.1795       -61.4         1.1440
1619          296.6         0.0748        0.1413        -0.1788       -60.4         1.1440
1620          296.6         0.0746        0.1413        -0.1782       -59.8         1.1280
1621          296.6         0.0744        0.1413        -0.1774       -59.0         1.1120
1622          296.6         0.0743        0.1413        -0.1767       -59.0         1.0960
1623          296.6         0.0741        0.1413        -0.1762       -58.2         1.0790
1624          296.6         0.0739        0.1413        -0.1754       -57.4         1.0620
1625          296.6         0.0738        0.1413        -0.1748       -56.6         1.0460
1626          296.6         0.0736        0.1413        -0.1739       -55.4         1.0460
1627          296.6         0.0734        0.1413        -0.1734       -54.6         1.0250
1628          296.6         0.0733        0.1413        -0.1727       -53.8         1.0140
1629          296.6         0.0731        0.1413        -0.1719       -53.8         0.9930
1630          296.6         0.0729        0.1413        -0.1713       -52.8         0.9820
1631          296.6         0.0727        0.1413        -0.1706       -52.2         0.9610
1632          296.6         0.0725        0.1413        -0.1698       -51.6         0.9490
1633          296.6         0.0724        0.1414        -0.1692       -50.6         0.9330
1634          296.6         0.0722        0.1413        -0.1683       -49.6         0.9160
1635          296.6         0.0720        0.1413        -0.1676       -48.8         0.9160
1636          296.6         0.0718        0.1413        -0.1669       -48.2         0.8980
1637          296.6         0.0716        0.1413        -0.1661       -47.2         0.8840
1638          296.6         0.0715        0.1413        -0.1653       -47.2         0.8690
1639          296.6         0.0712        0.1413        -0.1646       -46.4         0.8520
1640          296.6         0.0710        0.1413        -0.1638       -45.8         0.8310
1641          296.6         0.0709        0.1413        -0.1630       -44.8         0.8190
1642          296.6         0.0707        0.1413        -0.1623       -43.8         0.8060
1643          296.6         0.0705        0.1413        -0.1613       -43.0         0.7860
1644          296.5         0.0703        0.1413        -0.1604       -42.0         0.7860
1645          296.6         0.0701        0.1413        -0.1596       -41.6         0.7700
1646          296.5         0.0699        0.1413        -0.1588       -40.6         0.7540
1647          296.6         0.0697        0.1413        -0.1578       -40.6         0.7390
1648          296.5         0.0695        0.1413        -0.1571       -39.8         0.7210
1649          296.6         0.0692        0.1413        -0.1561       -39.0         0.7040
1650          296.6         0.0691        0.1413        -0.1551       -38.2         0.6880
1651          296.6         0.0689        0.1413        -0.1541       -37.2         0.6880
1652          296.6         0.0686        0.1413        -0.1532       -36.1         0.6670
1653          296.6         0.0684        0.1413        -0.1523       -36.1         0.6550
1654          296.6         0.0682        0.1413        -0.1509       -35.4         0.6340
1655          296.6         0.0679        0.1413        -0.1500       -34.3         0.6170
1656          296.6         0.0677        0.1413        -0.1489       -33.3         0.6010
1657          296.6         0.0675        0.1413        -0.1476       -32.5         0.6010
1658          296.6         0.0672        0.1413        -0.1464       -31.9         0.5810
1659          296.6         0.0669        0.1413        -0.1452       -31.1         0.5690
1660          296.6         0.0667        0.1413        -0.1436       -31.1         0.5540
1661          296.6         0.0663        0.1413        -0.1421       -30.3         0.5360
1662          296.6         0.0660        0.1413        -0.1404       -29.5         0.5160
1663          296.6         0.0657        0.1413        -0.1383       -28.7         0.5040
1664          296.6         0.0652        0.1413        -0.1361       -27.9         0.4900
1665          296.6         0.0649        0.1413        -0.1340       -26.9         0.4900
1666          296.6         0.0644        0.1413        -0.1317       -26.9         0.4720
1667          296.6         0.0639        0.1413        -0.1284       -25.9         0.4490
1668          296.6         0.0633        0.1413        -0.1256       -25.0         0.4290
1669          296.6         0.0629        0.1413        -0.1228       -24.0         0.4290
1670          296.6         0.0623        0.1413        -0.1190       -22.9         0.4120
1671          296.6         0.0617        0.1413        -0.1158       -22.9         0.3950
1672          296.6         0.0612        0.1413        -0.1127       -22.2         0.3750
1673          296.6         0.0607        0.1413        -0.1087       -21.1         0.3630
1674          296.6         0.0601        0.1413        -0.1054       -20.1         0.3410
1675          296.6         0.0595        0.1413        -0.1018       -19.3         0.3410
1676          296.6         0.0590        0.1412        -0.0978       -19.3         0.3300
1677          296.6         0.0584        0.1412        -0.0945       -18.3         0.3030
1678          296.6         0.0579        0.1412        -0.0909       -17.5         0.2870
1679          296.6         0.0574        0.1413        -0.0866       -16.4         0.2870
1680          296.6         0.0568        0.1413        -0.0834       -15.8         0.2660
1681          296.6         0.0563        0.1413        -0.0800       -14.8         0.2540
1682          296.6         0.0559        0.1413        -0.0754       -14.8         0.2330
1683          296.6         0.0553        0.1413        -0.0721       -14.0         0.2220
1684          296.6         0.0550        0.1413        -0.0686       -13.3         0.2020
1685          296.6         0.0545        0.1413        -0.0639       -12.5         0.1900
1686          296.6         0.0541        0.1413        -0.0603       -11.6         0.1740
1687          296.6         0.0536        0.1413        -0.0568       -10.8         0.1570
1688          296.6         0.0533        0.1413        -0.0525       -10.1         0.1570
